,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,price_per_sqft
790,3,3.0,1970.0,1.0,8540.0,8540.0,98177,1395000.0,70812182.74111675
791,3,2.5,1512.0,1.0,1041.0,1041.0,98144,760000.0,50264550.26455026
793,2,1.5,806.0,1.0,4001.0,4001.0,98106,510000.0,63275434.24317618
794,2,2.0,1319.0,1.0,794.0,794.0,98107,838000.0,63532979.52994693
795,2,1.0,2300.0,1.0,8799.0,8799.0,98168,525000.0,22826086.95652174
796,2,1.5,1127.0,1.0,5500.0,5500.0,98102,1008000.0,89440993.78881988
797,4,2.0,2280.0,1.0,8000.0,8000.0,98168,640000.0,28070175.43859649
798,2,2.0,1120.0,1.0,1168.0,1168.0,98126,789500.0,70491071.42857143
799,4,3.0,1960.0,1.0,5200.0,5200.0,98136,1270000.0,64795918.36734694
800,1,1.0,627.0,1.0,0.34,14810.400000000001,98101,335000.0,53429027.11323764
801,2,2.0,1228.0,1.0,900.0,900.0,98109,900000.0,73289902.2801303
802,3,2.0,1800.0,1.0,3172.0,3172.0,98117,1130000.0,62777777.777777776
804,4,1.0,1190.0,1.0,7320.0,7320.0,98106,463900.0,38983193.27731092
805,5,5.5,5770.0,1.0,8226.0,8226.0,98122,5000000.0,86655112.65164645
806,2,2.5,1710.0,1.0,962.0,962.0,98117,875000.0,51169590.64327485
807,2,2.0,968.0,1.0,656.0,656.0,98103,700000.0,72314049.58677685
808,2,1.0,790.0,1.0,5877.0,5877.0,98178,532500.0,67405063.29113925
810,6,5.5,4510.0,1.0,0.28,12196.800000000001,98178,2202718.0,48840753.88026608
811,3,2.0,1300.0,1.0,3914.0,3914.0,98199,1100000.0,84615384.61538461
812,3,3.5,2106.0,1.0,1785.0,1785.0,98115,1266000.0,60113960.11396012
813,3,2.5,1573.0,1.0,1243.0,1243.0,98107,1099950.0,69926891.29052766
814,4,2.0,2870.0,1.0,2.27,98881.2,98168,703500.0,24512195.12195122
815,4,3.5,4006.0,1.0,5000.0,5000.0,98199,2940000.0,73389915.12730904
816,2,1.0,1060.0,1.0,5666.0,5666.0,98108,875000.0,82547169.81132075
818,3,2.5,1610.0,1.0,1426.0,1426.0,98199,840000.0,52173913.04347826
819,2,3.0,1212.0,1.0,0.7,30491.999999999996,98136,600000.0,49504950.49504951
820,4,2.5,2390.0,1.0,3570.0,3570.0,98115,1350000.0,56485355.648535565
821,2,1.0,1080.0,1.0,6000.0,6000.0,98199,950000.0,87962962.96296297
822,2,1.0,1350.0,1.0,6500.0,6500.0,98126,850000.0,62962962.96296296
823,4,3.5,2795.0,1.0,6400.0,6400.0,98122,1740000.0,62254025.04472272
825,2,1.0,970.0,1.0,2714.0,2714.0,98103,1075000.0,110824742.26804124
826,3,3.5,1820.0,1.0,1101.0,1101.0,98122,1250000.0,68681318.68131869
827,3,2.0,1770.0,1.0,7242.0,7242.0,98168,500000.0,28248587.570621468
828,6,4.0,3280.0,1.0,5650.0,5650.0,98118,999950.0,30486280.48780488
829,3,1.0,1260.0,1.0,0.32,13939.2,98168,440000.0,34920634.92063492
830,4,2.5,1939.0,1.0,2499.0,2499.0,98107,1025000.0,52862300.15471893
832,4,3.0,2200.0,1.0,5586.0,5586.0,98118,874999.0,39772681.81818182
835,3,2.0,1650.0,1.0,5075.0,5075.0,98126,750000.0,45454545.45454545
837,3,2.0,1260.0,1.0,2640.0,2640.0,98133,615000.0,48809523.809523806
841,3,2.5,1500.0,1.0,1235.0,1235.0,98119,1023500.0,68233333.33333333
842,2,1.0,1080.0,1.0,6000.0,6000.0,98118,650000.0,60185185.18518519
843,4,2.5,1544.0,1.0,1562.0,1562.0,98117,889000.0,57577720.20725389
845,4,2.0,1470.0,1.0,4000.0,4000.0,98118,460000.0,31292517.006802723
846,4,2.0,1680.0,1.0,2600.0,2600.0,98107,930000.0,55357142.85714286
847,4,2.0,2420.0,1.0,3680.0,3680.0,98126,948750.0,39204545.45454545
848,4,3.5,2011.0,1.0,2421.0,2421.0,98136,1130000.0,56190949.77623073
851,2,2.5,840.0,1.0,846.0,846.0,98144,629000.0,74880952.38095239
852,1,1.0,434.0,1.0,6600.0,6600.0,98102,345000.0,79493087.55760369
853,4,2.5,2730.0,1.0,5724.0,5724.0,98146,1175000.0,43040293.04029304
854,3,1.5,1350.0,1.0,2497.0,2497.0,98118,599000.0,44370370.37037037
855,3,3.5,1740.0,1.0,2061.0,2061.0,98122,840000.0,48275862.06896552
856,3,2.5,1940.0,1.0,2880.0,2880.0,98118,1140000.0,58762886.59793814
857,4,1.0,1340.0,1.0,6000.0,6000.0,98144,685000.0,51119402.985074624
858,2,2.0,1110.0,1.0,1650.0,1650.0,98103,689000.0,62072072.072072074
859,3,2.5,1380.0,1.0,1550.0,1550.0,98115,613000.0,44420289.85507246
860,3,2.5,1400.0,1.0,1001.0,1001.0,98136,785000.0,56071428.571428575
861,3,2.0,2110.0,1.0,4000.0,4000.0,98108,815000.0,38625592.41706161
862,1,1.0,557.0,1.0,0.88,38332.8,98102,399950.0,71804308.79712747
863,3,2.0,1830.0,1.0,5850.0,5850.0,98126,835000.0,45628415.300546445
864,3,2.0,1480.0,1.0,5000.0,5000.0,98116,780000.0,52702702.7027027
865,3,1.5,1550.0,1.0,8070.0,8070.0,98133,835000.0,53870967.741935484
866,3,2.0,1670.0,1.0,8573.0,8573.0,98146,620000.0,37125748.50299401
867,4,2.5,2890.0,1.0,3060.0,3060.0,98115,1650000.0,57093425.605536334
868,3,3.5,1590.0,1.0,1781.0,1781.0,98136,820000.0,51572327.04402516
869,1,1.0,630.0,1.0,0.4,17424.0,98109,439900.0,69825396.82539682
870,4,2.0,1440.0,1.0,4560.0,4560.0,98126,760000.0,52777777.777777776
871,3,2.5,2529.0,1.0,3000.0,3000.0,98122,1650000.0,65243179.12218268
872,3,3.0,1086.0,1.0,0.37,16117.199999999999,98144,539950.0,49719152.85451197
873,3,2.0,1565.0,1.0,2500.0,2500.0,98103,985000.0,62939297.12460064
875,3,7.0,2190.0,1.0,5504.0,5504.0,98112,1868000.0,85296803.65296803
876,2,2.0,1400.0,1.0,3060.0,3060.0,98115,530000.0,37857142.85714286
877,3,3.5,1352.0,1.0,1680.0,1680.0,98115,886000.0,65532544.37869822
878,4,4.0,2030.0,1.0,5400.0,5400.0,98115,1349000.0,66453201.97044335
879,3,2.0,1455.0,1.0,1.0,43560.0,98117,959822.0,65967147.76632302
880,5,4.0,3240.0,1.0,8820.0,8820.0,98199,1825000.0,56327160.493827164
881,3,2.0,924.0,1.0,0.26,11325.6,98126,422000.0,45670995.67099567
883,3,2.0,1758.0,1.0,1350.0,1350.0,98103,1130000.0,64277588.16837315
884,3,2.5,1830.0,1.0,1175.0,1175.0,98116,960000.0,52459016.39344262
886,4,3.0,2970.0,1.0,4000.0,4000.0,98102,1950000.0,65656565.65656566
887,3,3.5,1500.0,1.0,1182.0,1182.0,98103,700000.0,46666666.666666664
888,3,2.0,2020.0,1.0,6000.0,6000.0,98119,900000.0,44554455.445544556
889,3,3.5,2188.0,1.0,4920.0,4920.0,98112,1700000.0,77696526.5082267
891,2,1.5,1131.0,1.0,1.0,43560.0,98144,699950.0,61887709.99115827
893,2,2.0,1889.0,1.0,9601.0,9601.0,98112,2750000.0,145579671.7840127
896,2,2.0,1131.0,1.0,6018.0,6018.0,98116,575000.0,50839964.633068085
897,4,3.0,3300.0,1.0,7700.0,7700.0,98199,1995000.0,60454545.45454545
898,4,2.0,2510.0,1.0,5460.0,5460.0,98115,1025000.0,40836653.38645418
899,2,2.5,1580.0,1.0,0.31,13503.6,98178,1790000.0,113291139.24050634
901,1,1.0,703.0,1.0,0.51,22215.600000000002,98126,350000.0,49786628.73399716
902,2,2.0,1220.0,1.0,755.0,755.0,98118,600000.0,49180327.86885246
903,9,5.0,3590.0,1.0,4680.0,4680.0,98117,1100400.0,30651810.584958218
904,6,5.5,4299.0,1.0,6867.0,6867.0,98115,3300000.0,76762037.68318214
906,3,2.5,1260.0,1.0,1252.0,1252.0,98117,750000.0,59523809.52380952
907,2,2.5,1048.0,1.0,1048.0,1048.0,98115,760000.0,72519083.96946564
908,4,1.0,1470.0,1.0,8520.0,8520.0,98125,699999.0,47618979.591836736
909,1,1.0,1113.0,1.0,9830.0,9830.0,98102,595000.0,53459119.49685535
910,2,2.0,1570.0,1.0,3250.0,3250.0,98103,715000.0,45541401.27388535
911,3,2.5,2740.0,1.0,4800.0,4800.0,98117,1375000.0,50182481.75182482
912,2,2.5,1470.0,1.0,780.0,780.0,98103,885000.0,60204081.63265306
913,4,2.0,1710.0,1.0,9660.0,9660.0,98118,685000.0,40058479.53216374
914,3,2.5,1580.0,1.0,1372.0,1372.0,98103,1095000.0,69303797.46835443
915,2,1.0,800.0,1.0,6946.0,6946.0,98125,550000.0,68750000.0
916,3,1.0,980.0,1.0,3000.0,3000.0,98103,500000.0,51020408.1632653
917,5,3.5,3700.0,1.0,7581.0,7581.0,98122,2075000.0,56081081.08108108
918,4,2.0,2352.0,1.0,5000.0,5000.0,98199,1450000.0,61649659.86394558
919,3,3.0,2320.0,1.0,9465.0,9465.0,98125,675000.0,29094827.586206898
920,2,2.0,1503.0,1.0,6250.0,6250.0,98108,729000.0,48502994.01197605
921,4,5.5,2410.0,1.0,9000.0,9000.0,98146,1500000.0,62240663.900414936
922,2,1.5,950.0,1.0,1.0,43560.0,98103,1270000.0,133684210.5263158
923,3,1.5,1640.0,1.0,5196.0,5196.0,98103,1060000.0,64634146.34146342
924,3,1.5,2440.0,1.0,4000.0,4000.0,98112,1400000.0,57377049.18032787
925,1,1.0,594.0,1.0,0.39,16988.4,98105,405000.0,68181818.18181819
926,4,2.0,1480.0,1.0,6075.0,6075.0,98118,665000.0,44932432.432432435
927,3,2.5,1220.0,1.0,1136.0,1136.0,98118,618000.0,50655737.704918034
928,3,2.0,2740.0,1.0,8340.0,8340.0,98177,1305000.0,47627737.226277374
929,3,3.0,2160.0,1.0,6710.0,6710.0,98118,1300000.0,60185185.18518519
930,2,2.0,1400.0,1.0,802.0,802.0,98199,850000.0,60714285.71428572
931,3,2.5,2650.0,1.0,7548.0,7548.0,98136,1112000.0,41962264.1509434
932,2,2.0,2735.0,1.0,0.3,13068.0,98121,871000.0,31846435.100548446
934,2,1.0,1201.0,1.0,5000.0,5000.0,98126,605000.0,50374687.76019983
935,6,6.0,3488.0,1.0,2388.0,2388.0,98103,1225000.0,35120412.8440367
936,4,2.0,1742.0,1.0,1.25,54450.0,98105,781000.0,44833524.684270956
937,4,2.0,2390.0,1.0,5535.0,5535.0,98105,1195000.0,50000000.0
938,3,1.0,4018.0,1.0,5000.0,5000.0,98122,517500.0,12879542.06072673
939,3,3.5,1530.0,1.0,3000.0,3000.0,98117,1089000.0,71176470.58823529
941,5,3.5,3340.0,1.0,3600.0,3600.0,98112,2500000.0,74850299.4011976
942,2,1.0,2060.0,1.0,6000.0,6000.0,98106,525000.0,25485436.893203884
943,3,2.5,1650.0,1.0,2752.0,2752.0,98106,675000.0,40909090.90909091
944,1,1.0,640.0,1.0,0.4,17424.0,98144,497000.0,77656250.0
945,2,2.0,1106.0,1.0,0.29,12632.4,98109,1470000.0,132911392.40506329
946,2,2.0,1200.0,1.0,8000.0,8000.0,98199,519000.0,43250000.0
947,3,2.5,1390.0,1.0,1570.0,1570.0,98126,575000.0,41366906.474820144
948,3,2.0,1759.0,1.0,1188.0,1188.0,98116,890000.0,50596930.07390563
949,2,1.5,1690.0,1.0,5027.0,5027.0,98118,779000.0,46094674.55621302
950,4,3.5,2191.0,1.0,4120.0,4120.0,98103,1394600.0,63651300.775901414
951,3,2.5,1380.0,1.0,1022.0,1022.0,98144,655000.0,47463768.11594203
952,2,2.0,877.0,1.0,2.63,114562.79999999999,98115,415000.0,47320410.49030787
953,5,4.0,2754.0,1.0,3969.0,3969.0,98126,956000.0,34713144.517066084
954,3,2.0,2770.0,1.0,7770.0,7770.0,98115,700000.0,25270758.12274368
956,3,2.0,2029.0,1.0,9.2,400751.99999999994,98115,685000.0,33760473.13947757
957,4,3.0,2560.0,1.0,9956.0,9956.0,98115,890000.0,34765625.0
958,5,3.5,2966.0,1.0,1.0,43560.0,98126,1263500.0,42599460.552933246
959,3,2.5,1763.0,1.0,2498.0,2498.0,98117,1135000.0,64378899.602949515
960,3,2.5,1550.0,1.0,7089.0,7089.0,98116,1350000.0,87096774.19354838
961,2,1.0,830.0,1.0,6600.0,6600.0,98177,645000.0,77710843.37349397
964,5,3.5,5090.0,1.0,0.27,11761.2,98102,4325000.0,84970530.4518664
965,3,4.5,1460.0,1.0,1231.0,1231.0,98108,700000.0,47945205.47945205
966,2,2.0,1036.0,1.0,656.0,656.0,98103,789950.0,76250000.0
968,3,3.0,1687.0,1.0,1.0,43560.0,98115,1035000.0,61351511.558980435
969,3,1.5,1430.0,1.0,8992.0,8992.0,98168,438000.0,30629370.62937063
970,2,2.0,1960.0,1.0,7405.0,7405.0,98168,580000.0,29591836.734693877
971,4,3.5,2720.0,1.0,7598.0,7598.0,98115,1395000.0,51286764.705882356
972,1,1.0,706.0,1.0,0.46,20037.600000000002,98116,520000.0,73654390.9348442
973,3,2.0,2600.0,1.0,4200.0,4200.0,98144,1525000.0,58653846.15384615
974,3,2.0,1900.0,1.0,6093.0,6093.0,98115,965000.0,50789473.684210524
975,2,1.5,1580.0,1.0,6120.0,6120.0,98115,1300000.0,82278481.01265822
976,1,1.0,1270.0,1.0,5640.0,5640.0,98108,915000.0,72047244.09448819
977,4,2.5,2320.0,1.0,9500.0,9500.0,98108,1001000.0,43146551.72413793
978,3,1.0,910.0,1.0,0.35,15245.999999999998,98106,650000.0,71428571.42857143
980,2,1.0,1915.0,1.0,5077.0,5077.0,98133,725000.0,37859007.83289817
981,3,2.0,2462.0,1.0,3200.0,3200.0,98119,1150000.0,46709991.87652315
982,4,3.5,2640.0,1.0,3062.0,3062.0,98103,1750000.0,66287878.78787879
983,3,2.5,1670.0,1.0,1304.0,1304.0,98144,875000.0,52395209.58083832
984,3,1.0,1090.0,1.0,7258.0,7258.0,98133,630000.0,57798165.13761468
985,3,3.5,1621.0,1.0,987.0,987.0,98109,1085000.0,66933991.36335595
986,4,2.0,2591.0,1.0,6900.0,6900.0,98125,800000.0,30876109.610189117
988,2,2.5,840.0,1.0,897.0,897.0,98118,612500.0,72916666.66666667
989,4,3.5,2910.0,1.0,3491.0,3491.0,98115,2325000.0,79896907.21649484
990,2,1.0,1410.0,1.0,5000.0,5000.0,98118,590000.0,41843971.63120567
991,2,1.0,770.0,1.0,4672.0,4672.0,98106,560000.0,72727272.72727273
992,3,2.0,1900.0,1.0,6957.0,6957.0,98199,1299000.0,68368421.05263157
993,3,2.0,2760.0,1.0,5195.0,5195.0,98119,1256000.0,45507246.376811594
994,3,2.0,1290.0,1.0,2700.0,2700.0,98144,925000.0,71705426.35658915
996,2,2.0,850.0,1.0,6120.0,6120.0,98115,889900.0,104694117.64705883
997,2,1.5,900.0,1.0,900.0,900.0,98105,568000.0,63111111.11111111
998,6,5.0,2667.0,1.0,4000.0,4000.0,98122,900000.0,33745781.77727784
999,2,1.5,1320.0,1.0,6080.0,6080.0,98116,810000.0,61363636.36363637
1001,2,1.0,1140.0,1.0,4920.0,4920.0,98106,528000.0,46315789.473684214
1002,3,1.0,1380.0,1.0,4080.0,4080.0,98117,890000.0,64492753.623188406
1003,3,2.0,1422.0,1.0,1405.0,1405.0,98117,780000.0,54852320.67510548
1005,2,3.0,2943.0,1.0,3.06,133293.6,98105,1650000.0,56065239.55147808
1006,3,2.0,1250.0,1.0,6000.0,6000.0,98106,625000.0,50000000.0
1007,3,2.0,2390.0,1.0,0.25,10890.0,98133,1150000.0,48117154.81171548
1009,3,2.0,1680.0,1.0,5000.0,5000.0,98199,1087500.0,64732142.85714286
1012,2,2.0,840.0,1.0,1452.0,1452.0,98116,645000.0,76785714.28571428
1013,3,1.5,1880.0,1.0,6215.0,6215.0,98125,749000.0,39840425.5319149
1014,2,2.0,881.0,1.0,6000.0,6000.0,98103,550000.0,62429057.88876277
1015,2,1.0,850.0,1.0,4000.0,4000.0,98144,778000.0,91529411.76470588
1017,3,1.5,2170.0,1.0,3000.0,3000.0,98109,1250000.0,57603686.6359447
1018,2,1.0,1110.0,1.0,5413.0,5413.0,98125,820000.0,73873873.87387387
1019,4,3.5,3930.0,1.0,4000.0,4000.0,98102,2925000.0,74427480.91603054
1022,3,1.5,1710.0,1.0,1250.0,1250.0,98122,1000000.0,58479532.16374269
1023,5,3.0,2120.0,1.0,1959.0,1959.0,98126,750000.0,35377358.49056604
1024,3,4.0,2360.0,1.0,5080.0,5080.0,98115,1325000.0,56144067.79661017
1025,4,4.0,2250.0,1.0,6600.0,6600.0,98106,1070000.0,47555555.55555555
1026,4,2.0,2320.0,1.0,6960.0,6960.0,98115,1150000.0,49568965.51724138
1027,4,3.5,3490.0,1.0,0.27,11761.2,98115,1480000.0,42406876.79083095
1028,4,2.5,2500.0,1.0,4046.0,4046.0,98117,1295000.0,51800000.0
1030,2,2.5,1490.0,1.0,7547.0,7547.0,98115,855000.0,57382550.33557047
1031,3,2.5,1700.0,1.0,2125.0,2125.0,98102,1475000.0,86764705.88235295
1032,2,2.0,1261.0,1.0,978.0,978.0,98125,625000.0,49563838.22363204
1033,4,2.0,2440.0,1.0,2168.0,2168.0,98122,1060000.0,43442622.95081967
1034,3,2.5,1420.0,1.0,2929.0,2929.0,98108,750000.0,52816901.40845071
1035,3,2.0,1380.0,1.0,815.0,815.0,98122,740000.0,53623188.4057971
1036,3,2.0,1111.0,1.0,719.0,719.0,98112,849000.0,76417641.76417641
1037,3,1.5,1920.0,1.0,6300.0,6300.0,98133,865000.0,45052083.333333336
1038,3,1.5,1220.0,1.0,2242.0,2242.0,98144,660000.0,54098360.655737706
1039,3,3.0,4010.0,1.0,8207.0,8207.0,98112,3050000.0,76059850.37406483
1040,2,2.0,1170.0,1.0,588.0,588.0,98144,644999.0,55128119.658119656
1041,3,2.5,1600.0,1.0,695.0,695.0,98144,699900.0,43743750.0
1043,2,1.5,1290.0,1.0,1748.0,1748.0,98144,762500.0,59108527.13178295
1044,2,1.0,980.0,1.0,3200.0,3200.0,98112,800000.0,81632653.06122449
1046,2,1.5,1260.0,1.0,3858.0,3858.0,98118,715000.0,56746031.746031746
1047,5,2.0,2660.0,1.0,6400.0,6400.0,98136,1125000.0,42293233.082706764
1051,4,3.0,2680.0,1.0,6402.0,6402.0,98115,2100000.0,78358208.95522387
1052,4,2.0,1640.0,1.0,4400.0,4400.0,98136,730000.0,44512195.12195122
1053,3,2.0,2000.0,1.0,5632.0,5632.0,98115,925000.0,46250000.0
1054,2,2.0,1523.0,1.0,864.0,864.0,98125,639950.0,42019041.36572554
1055,4,3.0,2430.0,1.0,9500.0,9500.0,98146,520000.0,21399176.95473251
1056,2,2.0,1199.0,1.0,1.06,46173.600000000006,98117,375000.0,31276063.38615513
1057,4,3.0,2160.0,1.0,6298.0,6298.0,98125,980000.0,45370370.37037037
1060,2,2.0,1425.0,1.0,0.42,18295.2,98104,899000.0,63087719.298245616
1061,6,7.0,4570.0,1.0,0.29,12632.4,98105,1950000.0,42669584.24507659
1062,2,1.5,940.0,1.0,1740.0,1740.0,98144,640000.0,68085106.38297872
1063,3,3.5,1710.0,1.0,1728.0,1728.0,98126,699000.0,40877192.98245614
1064,3,2.5,1430.0,1.0,1102.0,1102.0,98103,855000.0,59790209.79020979
1065,3,3.5,1500.0,1.0,1274.0,1274.0,98118,598800.0,39920000.0
1066,3,1.5,1376.0,1.0,1169.0,1169.0,98107,780000.0,56686046.511627905
1067,4,3.5,4002.0,1.0,5000.0,5000.0,98116,2100000.0,52473763.11844078
1068,4,1.0,1600.0,1.0,0.27,11761.2,98115,652000.0,40750000.0
1070,5,3.0,2055.0,1.0,4000.0,4000.0,98122,1100000.0,53527980.5352798
1071,1,1.0,647.0,1.0,7197.0,7197.0,98102,377500.0,58346213.29211746
1072,2,2.0,940.0,1.0,585.0,585.0,98115,579000.0,61595744.680851065
1073,2,1.5,1150.0,1.0,1262.0,1262.0,98125,590000.0,51304347.82608695
1074,2,2.5,1459.0,1.0,887.0,887.0,98103,665000.0,45579163.810829334
1075,4,2.5,1910.0,1.0,3000.0,3000.0,98103,1625000.0,85078534.03141361
1076,4,3.0,2297.0,1.0,7200.0,7200.0,98178,783000.0,34087940.792337835
1077,4,2.5,2320.0,1.0,5001.0,5001.0,98118,820000.0,35344827.5862069
1078,5,3.5,2387.0,1.0,5445.0,5445.0,98133,1125000.0,47130289.065772936
1079,5,3.5,3270.0,1.0,4080.0,4080.0,98115,2000000.0,61162079.51070336
1080,3,2.5,1530.0,1.0,1482.0,1482.0,98126,899999.0,58823464.05228758
1081,2,1.0,1150.0,1.0,6340.0,6340.0,98136,845714.0,73540347.82608695
1082,3,2.0,1237.0,1.0,4760.0,4760.0,98106,747250.0,60408245.755860955
1083,3,2.5,1760.0,1.0,1143.0,1143.0,98136,850000.0,48295454.54545455
1085,2,2.0,2720.0,1.0,4958.0,4958.0,98144,720000.0,26470588.23529412
1086,4,2.0,1345.0,1.0,2808.0,2808.0,98103,962000.0,71524163.56877324
1087,4,3.0,2600.0,1.0,6840.0,6840.0,98115,1750000.0,67307692.3076923
1088,3,2.0,2209.0,1.0,2734.0,2734.0,98115,715000.0,32367587.14350385
1089,2,2.5,950.0,1.0,1748.0,1748.0,98107,695000.0,73157894.73684211
1090,4,2.5,1530.0,1.0,3060.0,3060.0,98146,675000.0,44117647.058823526
1091,2,1.0,830.0,1.0,6180.0,6180.0,98103,942000.0,113493975.90361446
1092,3,2.0,1590.0,1.0,910.0,910.0,98117,910000.0,57232704.402515724
1093,3,3.0,1524.0,1.0,513.0,513.0,98122,850000.0,55774278.2152231
1094,4,3.0,1920.0,1.0,7455.0,7455.0,98125,2095000.0,109114583.33333333
1095,4,2.0,2660.0,1.0,5243.0,5243.0,98115,1357000.0,51015037.59398496
1096,3,2.0,2284.0,1.0,6395.0,6395.0,98136,850000.0,37215411.558669
1097,3,2.5,1604.0,1.0,1040.0,1040.0,98144,760000.0,47381546.13466334
1098,4,4.0,2555.0,1.0,4000.0,4000.0,98105,1500000.0,58708414.872798435
1099,3,1.5,2460.0,1.0,0.35,15245.999999999998,98115,1150000.0,46747967.479674794
1100,3,2.5,2793.0,1.0,1734.0,1734.0,98109,1732000.0,62012173.29036878
1101,2,1.5,1540.0,1.0,4800.0,4800.0,98106,751000.0,48766233.766233765
1102,3,1.0,950.0,1.0,7320.0,7320.0,98106,589000.0,62000000.0
1103,3,1.5,1720.0,1.0,0.33,14374.800000000001,98168,426000.0,24767441.860465117
1104,2,2.0,1470.0,1.0,7443.0,7443.0,98125,707000.0,48095238.0952381
1105,5,2.5,3500.0,1.0,0.33,14374.800000000001,98146,875000.0,25000000.0
1107,3,2.5,1570.0,1.0,1362.0,1362.0,98103,901000.0,57388535.031847134
1109,2,2.0,1188.0,1.0,0.43,18730.8,98119,450000.0,37878787.878787875
1110,3,2.5,2570.0,1.0,0.28,12196.800000000001,98118,1175000.0,45719844.35797665
1111,3,2.5,1631.0,1.0,1485.0,1485.0,98103,1049950.0,64374616.7995095
1112,3,2.0,1596.0,1.0,0.64,27878.4,98105,505000.0,31641604.01002506
1113,2,2.5,820.0,1.0,1293.0,1293.0,98126,525000.0,64024390.24390244
1114,3,2.5,1610.0,1.0,1500.0,1500.0,98119,875000.0,54347826.08695652
1116,3,2.0,1425.0,1.0,729.0,729.0,98117,759999.0,53333263.15789474
1117,2,2.5,1086.0,1.0,2068.0,2068.0,98115,884950.0,81487108.65561694
1118,2,2.5,1043.0,1.0,990.0,990.0,98117,690000.0,66155321.18887824
1119,3,2.0,1440.0,1.0,4239.0,4239.0,98119,1195000.0,82986111.1111111
1120,1,1.0,590.0,1.0,1549.0,1549.0,98106,435000.0,73728813.55932203
1122,4,2.0,2040.0,1.0,4178.0,4178.0,98112,1175000.0,57598039.21568628
1124,3,1.0,1780.0,1.0,5000.0,5000.0,98144,975000.0,54775280.898876406
1125,3,2.5,3560.0,1.0,5000.0,5000.0,98116,1575000.0,44241573.033707865
1126,2,2.5,1475.0,1.0,3753.0,3753.0,98103,945000.0,64067796.61016949
1127,4,2.5,1890.0,1.0,3000.0,3000.0,98178,668000.0,35343915.34391534
1128,4,2.0,2790.0,1.0,6250.0,6250.0,98126,930000.0,33333333.333333332
1129,4,3.5,2600.0,1.0,3900.0,3900.0,98122,2225000.0,85576923.07692307
1130,3,2.0,1060.0,1.0,8910.0,8910.0,98106,575000.0,54245283.018867925
1131,3,1.0,2180.0,1.0,0.25,10890.0,98125,720000.0,33027522.935779817
1133,3,2.0,1379.0,1.0,3353.0,3353.0,98125,729950.0,52933284.989122555
1134,3,1.5,2550.0,1.0,4080.0,4080.0,98105,958748.0,37597960.78431372
1135,4,3.5,3815.0,1.0,3960.0,3960.0,98116,2895000.0,75884665.79292268
1136,4,2.0,2634.0,1.0,7475.0,7475.0,98115,1500000.0,56947608.20045558
1137,1,1.0,540.0,1.0,0.35,15245.999999999998,98104,335000.0,62037037.03703704
1139,2,1.0,860.0,1.0,4800.0,4800.0,98108,565000.0,65697674.41860465
1140,3,2.5,1690.0,1.0,7200.0,7200.0,98125,807500.0,47781065.088757396
1141,3,3.5,1800.0,1.0,1545.0,1545.0,98103,750000.0,41666666.666666664
1144,3,2.5,1350.0,1.0,662.0,662.0,98119,899000.0,66592592.59259259
1145,4,2.0,2900.0,1.0,4700.0,4700.0,98144,1275000.0,43965517.24137931
1147,1,1.0,677.0,1.0,0.68,29620.800000000003,98115,270000.0,39881831.610044315
1150,1,1.0,820.0,1.0,5100.0,5100.0,98118,530000.0,64634146.34146342
1151,3,2.5,1360.0,1.0,1248.0,1248.0,98103,700000.0,51470588.23529412
1152,4,3.5,2600.0,1.0,4000.0,4000.0,98117,1950000.0,75000000.0
1153,4,3.5,2852.0,1.0,3178.0,3178.0,98102,1715000.0,60133239.831697054
1154,3,3.5,1370.0,1.0,1125.0,1125.0,98133,619000.0,45182481.75182482
1155,3,1.5,2000.0,1.0,4800.0,4800.0,98112,1400000.0,70000000.0
1157,3,3.5,3380.0,1.0,7531.0,7531.0,98177,1599500.0,47322485.20710059
1159,3,3.0,1620.0,1.0,5760.0,5760.0,98136,1058000.0,65308641.97530864
1162,3,2.0,2270.0,1.0,7920.0,7920.0,98122,1550000.0,68281938.32599118
1163,3,1.0,1200.0,1.0,9180.0,9180.0,98168,500000.0,41666666.666666664
1164,2,2.0,1225.0,1.0,960.0,960.0,98115,725000.0,59183673.469387755
1166,3,2.0,1380.0,1.0,8580.0,8580.0,98125,775000.0,56159420.28985507
1167,2,1.0,1200.0,1.0,6200.0,6200.0,98103,1025100.0,85425000.0
1168,2,2.0,1620.0,1.0,3090.0,3090.0,98103,835000.0,51543209.87654321
1169,3,2.0,2950.0,1.0,5350.0,5350.0,98199,1500000.0,50847457.62711865
1171,4,2.0,2100.0,1.0,3600.0,3600.0,98116,1225000.0,58333333.333333336
1172,3,2.0,1705.0,1.0,7680.0,7680.0,98177,910000.0,53372434.017595306
1173,4,4.5,3610.0,1.0,4500.0,4500.0,98112,2800000.0,77562326.8698061
1174,3,3.5,1800.0,1.0,1563.0,1563.0,98103,1050000.0,58333333.333333336
1175,3,1.0,2130.0,1.0,3710.0,3710.0,98117,850000.0,39906103.28638498
1176,2,2.0,1367.0,1.0,1.98,86248.8,98121,1350000.0,98756400.87783468
1177,3,2.5,1730.0,1.0,2757.0,2757.0,98125,800000.0,46242774.56647399
1178,4,3.5,4194.0,1.0,5400.0,5400.0,98112,3500000.0,83452551.26371007
1179,9,9.0,3780.0,1.0,5020.0,5020.0,98119,1210000.0,32010582.01058201
